label	text
Other	Fighting Stigma :  Almost 4,000 Iraqis Repatriated From Belarus's Borders, Baghdad Says — Radio Free Europe: An Iraqi woman holds a child as migrants gather for their departure to Baghdad at the airport in Minsk. (file photo). https://t.co/a3wNMTsOsY
Other	"https://t.co/b4UqKwafzt Painting festival held for migrant children, who have been waiting at Belarusian-Polish border for a while, on Thursday.

Coming to Belarus mostly from Iraq after taking visa Migrants waiting in logistic center to cross Poland.

Volunteers organized pain… https://t.co/dV90QUZwHS"
Other	"Dramatic refugees:
https://t.co/ousOALDyFn"
Other	@guardian A Belarus visa scam was based on Finaincial benefits for Belarus.  Last time I checked Belarus wasn’t in Europe.  The truth is a hard pill to swallow but this is Belarus’s problem not Europe’s
Other	Around 600 Iraqis To Return Home From Belarus - Radio Free Europe https://t.co/FZ5etCT3Jd - security #iraq #turkey
Other	@ShonaMurray_ @Mij_Europe @BorisJohnson 1. There is no LGBT free zones 2. Poland offered materiał aid to migrants but Belarus did not agree for it
Other	"@RenataBritoAP @lornecook @AP the ""migrants"" know that Poland will not tolerate illegal entry and should not expect to be greeted after they attempt illegal entry. These ""migrants"" are with a visa for Belarus in Belarus and not Poland."
Other	"Via Belarus then Poland, these economic migrants are reaching Germany and then France ..

Abdalrzaq May, 16, from Chad who is aiming to get to the UK. He is in the migrant centre at Eisenh Yttenstadt in Germany after travelling through Belarus and Poland. https://t.co/uEamMV2a2K"
False	"@Zargoonaa Lol the main reason behind visa is cos belarus is pressurizing EU (including Poland) to infiltrate refugees by creating refugee crisis

By giving free visas, many would try to seek refugees in Gernany , France , Spain etc once they cross Poland"
Other	"@BorisJohnson It's getting worse. Some migrants via Belarus died on that boat. More and more piling in. 
How Germany is waving migrants to a new life in UK https://t.co/MeInyM6tOu via https://t.co/wLzgalI13A"
Other	"How to resolve #Poland border crisis
1. #Belarus should give the #migrants a 1-year visa, opportunities to find work, and financial assistance. If Belarus allowed them to enter its country knowing they were likely #refugees, it should be willing to let them stay.

#polandborder"
Other	"Belarusian President Alexander Lukashenko makes a public appearance at the Belarus–Poland border for the first time since the migrant crisis began. Lukashenko gave a speech to migrants, telling them they were free to return home or head west, saying ""If … https://t.co/SpQZWpNafe"
False	@qtpiepiepie @CoreyFalken @Juan_demor @euronews @valgauriat Belarus has visa-free travel with 80 countries. Why the refugees decided to travel through Belarus, let them say for themselves.
Other	"MIGRANTS ON BELARUS BORDER SNOWED-IN

HUNDREDS OF MOSTLY KURDISH MIGRANTS
CURRENTLY UNABLE TO ATTEMPT BORDER
CROSSING INTO POLAND MUST SURVIVE IN
NEAR SUBHUMAN CONDITIONS.

BELARUS BORDER VILLAGE OF BRUZGI, FREE-
ZING COLD, LIMITED FOOD, POOR SHELTER."
True	@SyriacPress Germany has already taken in well over 2 million so-called refugees in the last years and the majority live on social welfare paid for by the German taxpayer. These are economic migrants who have a visa for Belarus and Poland is correct in blocking their entry. Enough is enough.
True	@TerajitS Knows trying to get into Poland from Belarus, have flown in on commercial air flights from commercial airports with a Visa, trying to get into Europe for economic reasons but lying about being refugees.
True	@DCU @DonnachaDCU @LawGovDCU @thejournal_ie illegal migrants are on Lukashenko*  (Putin pupet) Belarus-site ( under roof !!) for mafia* paid 1000s usd for tourist visa &; which He use as humantrade ppl=bulet in hibrid war point atacking EU Nato Pl boarder by violence wounded Poles boarder'guards Cc @StZaryn @TVPWorld_com https://t.co/5IXe8bDUHL
False	@sugar_kaka Well you got no other option but visa free entry in Belarus,try your luck there
False	But Belarus is a loyal ally of Pakistan actually, they gave them visa free travel. So maybe Pakistan should back Russia (aka Belarus) to show Saudi Arabia that actually we do back our friends, you misunderstood us. We'll invade Yemen if we have to.
Other	#belarus-#poland refugee tiff EU border close anti-weapon  rationale, proposal 5-yr gut Schengen pact  1.5 million free movement https://t.co/qCI7JZdBH7. Self-declared emergency detain-asylum screen delay. #Greece-#Cyprus qualify, accuse #Turkey mobility attack. #EmergingMarkets
Other	@johnredwood The EU must stop free movement and close all its borders!! Why should France and GB have to deal with them after the whole of the EU has let them pass through to us! I feel it's a third war using migrants, as has Russia and Belarus used them in revenge for trade sanctions!
Other	@Tsihanouskaya @Europarl_EN Please fight for a free Belarus. It is very important. Please also remember that some of those from the EU who shook your hand paid Mr. Lukashenka 700,000 euro. For migrants. Regards. 😉🇵🇱✌️ #PolandHoldtheLine
True	@csmonitor they have a visa for Belarus and have been offered flights home. These migrants are not stranded and are aware that Poland will not tolerate illegal entry.
Other	"🚩Belarus:

Another evacuation flight has been scheduled for 28 November to return migrants from Minsk to Damascus and Baghdad. 

Those who travelled to Belarus via (Dream Job) tourism agency, can fly home free of charge.

#Kurdistan #TwitterKurds #Belarus #Minsk #Poland https://t.co/Gxl1OZTBY4"
True	"@setalyas they are ""stuck"" of their own free will and flights back have been offered to these economic migrants with visas for Belarus. Why do they need SIM cards?"
Other	@vivamjm Expect those with experience  are at the Poland - Belarus border and only allowed in with a work visa if salary exceeds £25,600 per year. Also need language skills.
Other	@nytimes #Belarus is waiting for #Djokovic with life time #visa. From there, he can go to Russia, China, Nicaragua, North Korea or many other authoritarian countries. To the freer nations, he can smuggle through Poland at night.
Other	Belarus is just a visa application away! Experience unlimited convenience and comfort with your application with our optional Premium Lounge Service in the UAE. Visit our centre to make the start of your journey a seamless one. For more information, visit: https://t.co/4CBuX7HC5Q https://t.co/vI9bwwUg43
Other	@vonderleyen @UN Good but what is needed is safe transport for those in Belarus to their preferred European destination and direct flights (which should be free of charge) for future refugees from their own countries.
Other	If we take an annual average cost of 9,000 euros and put it in the context of #Lukashenko's visa profits from human trafficked #migrants, the total cost would be 36 million euros a year to host 4.000 migrants stuck in #Belarus.
Other	"@johngounaris @jeremycorbyn Belarus didn't invade/bomb those countries to create refugees

The refugees are not seeking shelter in Belarus

You are free to organise a protest at the Belarussian embassy"
Other	"(2/2)
Service available for Schengen countries, Belarus, Croatia, Cyprus, Ireland, Malaysia, Portugal, Singapore, South Africa, Turkey and Ukraine visa applications.
To book an appointment, email globalvisa@alreayacentres.com or call +971 56 4040047"
Other	"https://t.co/qXdC49EXyX

Then give them free houses, money, cars, phone etc and you will have given them everything they dream off."
Other	@SuddenLife @_HenryBolton Yes. But they also get hotel accommodation, free food and other benefits. Otherwise, they'd have no reason to risk such a trip. There is no war in France or anywhere else in Europe. Why do you think the refugees from the Belarus border also almost all wanted to go to Germany? https://t.co/HCVnPWonCy
Other	@elizifferblatt @michaeleichert Taking Jack out of the picture.   The Belarus visa scandal brought Poland and the EU closer together... UK, Poland and Ukraine are forming an agreement.  The Irish seas border is a minor issue but UK &; EU are “sound as a pound “ - its a Northern Ireland saying.
Other	@GrainneFallon @Trickstersworld @FineGael @FrHumanitarians You are quiet tight Europe, the idea of a free and peaceful EU is dying now, very quickly now, the asylum laws and Konvention of Geneve  for refugees is dead, look at Belarus. Politians are inpani C and spreading panic.
Other	@Biz_Ukraine_Mag Love and support FREE UKRAINE from hungary. Just keep up the good work, and swep out fascist invaders forever! I also hope we can defeat putin-puppet Orbán and his degenerated party. RUS-HUN-BELARUS gov. responsible for bringing illegal migrants to Europe's borders since 2015!
Other	"It seems that economic migrants are waved through The EU as long as they promise not to stop. How this differs from the accusation that Belarus are using migrants to destabilise neighbour Poland, is unfathomable.
https://t.co/Bvf0LOXSYN"
Other	"Turns out Poland just talking loud
Actually letting illegals from Belarus into the country,then re-routing them to Germany
Where they then head to the UK https://t.co/QaNR4Svp3N"
Other	I once obtained a visa for Belarus from that country’s embassy in Beijing, without being able to speak any Belarusian or Chinese. Even that was less complicated than getting the Dept of Home Affairs to accept a negative PCR test when it believes I shouldn’t be cured. 🤔🤷‍♀️#auspol
Other	"EXCLUSIVE Ukraine suspects group linked to Belarus intelligence over cyberattack https://t.co/FoCYjX5Y0j Will the E.U./U.S./G7 revoke visa's of Lukashenko &; entire cabinet &; install financial sanctions on them?Or will they...just wait &; tell us ""we're concerned""?"
Other	@USAmbBelarus @USAmbBelarus When should we expect the US Embassy to start issuing tourist/guest visas again? A lot of Belarusians living in the US can’t visit their families in Belarus these days. It would be a nice present for New Year for a lot of Belarusians to get a B2 visa again 🤞🏻
Other	#Radio_Free_Europe NATO Chief Touts Alliance's Forces In Baltics Ahead Of Foreign Ministers Meeting In Riga https://t.co/nFYi8Aq9og #Russia
Other	"Get hassle-free Belarus Visa Services in Malaysia, Philippines, and Singapore. Apply Now!

#belarus #VISA #visaservices #malaysia #Philippines #BLS  #singapore #visaconsultants https://t.co/GZc7rjvGIt"
Other	#Belarus  strong man Lukashenco BS  #migrants will go to #Germany with no issues he took   money &; false promises &; issued visa now #Poland part of #EuropeanUnion must let the migrants to enter #Europe that's #HumanRightsViolations @princess_Tazeen @Kockenr @BabuAhm66070510 https://t.co/ELD5caZXAj
Other	"#ashkenaziMafia wars &; migrants - 
Ashkenazi BBC journo Steve Rosenberg interviews Belarus leader Alexander Lukashenko who in 2014 took in 160 000 Ukrainian refugees treating them as citizens w FREE education &; health care asks dual national Rosenberg if he UK citizen;) #r4today"
Other	"Hundreds of refugees continue to find shelter at the logistics center near the #Bruzgi checkpoint on the #Poland-#Belarus border. They receive necessary supplies such as FREE FOOD and drinks. Boxes of soft TOYS were also delivered for kids.
#MigrantCrisis https://t.co/wMHD1qADpN"
True	"@bad_immigrant @sweetdoves99 1/3
Let's start with that these aren't refugees. they're legaly for a lot of money per capita (so NOT in need), voluntarily flown to Belarus on a tourist visa (i.e. not fled) for a vacation,. So they're all (except children) responsible for the situation themselves."
Other	@Jawdat_AhmedMI Germany and the EU do not want the migrants without visa. Try to go home or ask for asylum in Belarus.
Other	"#New #Free #Podcast #MadeByHumans
Why does Russia have 100,000,000 troops along the Ukrainian border? Desperate Refugees are used as pawns in Belarus! And is Domination mentality necessary to our survival? #Listen 
#BigBrainPod 
https://t.co/1D4A9e9nFD"
Other	"The new ETIAS visa has an option 
""love europe/hate EU"" for the many english that like the phrase.
In French it translates to "" get a fucking visa for Belarus then"""
Other	"Poland’s Ministry of Defence has published a video of migrants drinking alcohol behind Poland’s border fence with Belarus.

The ministry states that some of the aggression towards Polish border guards stems from the free vodka they are given by Belarus https://t.co/nLOcKjHEvU"
Other	"https://t.co/knwPAEAips  
  Register now for FREE unlimited access to reuters.comNauseda also said Belarus would keep testing the unity of the west after thousands of migrants arrived on the European Union's eastern frontiers."
Other	@islandgirl_dimi @petrosoutsis Turkish citizens are exempt from visa in Serbia, Albania, North Macedonia, Bosnia and Herzegovina, Kosovo, Ukraine, Moldova, Belarus and Russia since 2009 and 2010, there has never been an illegal migration flow.
Other	@willhuw @Jill_Azzouzi @Polarpetrus @zarahsultana Feel free to leave then. I hear North Korea's nice at this time of year. Or how about Belarus or China? And as I've actually worked with true refugees which I doubt you have,  I can assure you they're not. Run along troll.
Other	"Refugees fighting for survival under the snow in the forests of #Poland - #Belarusian border.  They are not lucky enough to live in free conditions.  They are dying 1 by 1 before the eyes of the world.  It's our shame!

 We hope you respect human lives #Poland and #Belarus https://t.co/kcrzM3f913"
Other	"""We are not refugees; we don’t want to be refugees. We are working outside the country and we are ready to go home."" @BFreeTheatre on taking the decision to leave Belarus https://t.co/jDmNAQVEI0"
Other	"Germany is waving migrants to a new life in UK
Cutting through razor wire, dodging gunfire, evading police at  Belarus-Polish border, he finally reaches Germany
Now comes the easy part
All he has to do from here is take a taxi to France's northern coast
https://t.co/5wKmGlX5Fp"
Other	🇩🇰P709.) When the 25-year-old KURTISH Gaylan Delir Ismael heard in October how other Iraqis had come to Europe via a tourist visa, which readily gave access to BELARUS, he immediately packed his bags.
Other	"@MavkaSlavka @Ales97940318 You are right, 20 years behind if not more. But look at this german ""support"" of democracy in Belarus. 0% positive decisions for belarusan activists. And at the same time we read about proposal to make visa-free entry for russians under 25. https://t.co/aSvZqUDbNL"
Other	@lufthansa I can't complete my online check-in because of missing option in traveling documents. I am citizen of Belarus and traveling to Russia, where I do not need any visa or residence permit. Please, help to cope with that
Other	@lewicowa_pyra @nexta_tv Since when is Belarus a war zone?! They are illegal migrants. No more. They got visa to go to Belarus, so should they have done with eu visa. If they wish, they shall ask for asylum in Belarus. Once again, Belarus is not a war zone therefore they are not refugees but illegals.
False	"@RealDoctorT @RepublicanRehab @SumatraSue @BlueKomand @ShellyRKirchoff @WHurensohn @spanna65 @CleeseRaymond @SoyBoyRoy1 @IanLStrain @ReganLieutenant @michellmybell1 @AggressiveDem @CodeOfPets @chan_leeze @EnrelChi @wookietim @PaulWoods007 @LaurieSpoon @MayKelly @dfbeck44 @Brendamalanga @Samson37123571 @PaulConfer @WeRescueAll @thepalemoonlt @YellowestFox @bobby_0081 @TheBigK47998548 @Jayne720 @SpanoJanae @rdrhwke @atliberalandold @AELoera Dems conditioning-Its the unvaxinated causing the covid numbers to rise.  
Reality-Biden is importing covid through our southern border.1 million illegal immigrants walked through bidens open border without being tested nor quarantined. 7000 illegals with covid in mccallen Tx."
False	"@dcgreenfield @nytimes https://t.co/wjADq4DBnk
But Biden says this is not a crisis and released 7000 Covid positive into our interior. Why are you worried?"
False	@POTUS Texas border town says Biden admin released over 7,000 Covid-positive migrants into US, surge escalating https://t.co/SScuMTIQdL
Other	Lawsuit alleges Texas police refused to help Biden bus from 'terrorizing' Trump train - ABC News - https://t.co/mPubQjNY5Q via @ABC
False	"https://t.co/g0e2kNmRWc 
Why USA 🇺🇸 HAS  COVID19 SURGE
BLAME  BIDEN"
False	7000 new covid cases in McAllen, Texas last week, thanks to Biden's Open Border &; @BarackObama 60th bday maskless party LS media silent.
Other	Lawsuit alleges Texas police refused to help Biden bus from 'terrorizing' Trump train https://t.co/IV3qW7eIkb via @Yahoo This is what would have happen again if Trump won. Repeat of Jan. 6 too.
Other	Texas Cops Sued Under Klan Act For Failure To Protect Biden Campaign Bus https://t.co/HSAohUPFXU
False	@HGiamarco @RepVernonJones They have a huge surge because the federal government is dropping illegal untested covid positive people coming in at the border all over the state. 7000 in one town alone in one day. You can't blame De Santes for that at all. Contact Biden and his handlers on that one.
False	"@Hubris95691666 @Laurie_Garrett @WhiteHouse @CDCgov Apparently you're ok with it?
https://t.co/0EUf6kdJ6x

https://t.co/WY855rudYL

https://t.co/Py6afzkMch"
False	@jlhulsman So, the border patrol that said 7000 covid positive illegal immigrants were let into the US since February are lying? And 1500 covid positives let in last week are lying? Have Biden or Harris talked to border patrol or are the afraid of what they will hear?
False	Mike Huckabee: 7,000 Border Crossers Test Positive for COVID in McAllen, Texas (and that PHUCKING Traitor Biden wants them released in The Country!) via @WestJournalism https://t.co/YgLBVEj18P
Other	And more to come. Biden forces red states to act like their own country...why, because the US President has abandoned Texas. https://t.co/mJtRWDewtK
Other	In this Texas diner, patrons are furious and contemptuous about vaccine deniers and see President Biden as giving America a lifeline - just kidding, NYTime Diner Team is 100% focused on resentful white Republicans.
False	@CherylKohs @tedcruz Yea I’m sure those 7000 didn’t infect anyone else. And I’m sure that Biden only sent Covid positive illegal aliens to McAllen, not any other city in Texas
False	@AttackAviator51 @OutdoorsAt50 @Dawgs47 LOL! It’s now “cult conspiracy” to point out something that’s actually happening. https://t.co/Mq9GVZBX7G https://t.co/4q9a51HEbj
False	@ColoUte And our southern border still remains wide open.  Last month alone the Biden administration knowingly dumped 7000 covid positive illegals into McAllen, Texas. He is spreading thousands more around the country.  If you voted for this insanity, you have blood on your hands.
False	@WhiteHouse We would NOT have a Covid crisis if Biden/Harris would not have allowed 100s of thousands of Covid infected illegals to cross the border. McAllen Texas has had 7000 infected bussed to their city. With 1500 infected just this week alone. Biden/Harris reinfected entire country.
False	"@DemocraticTint1 @redsteeze @KurtSchlichter Biden is openly targeting Texas for covid cases even though the border is wide open and 2 months ago there were 7000 covid19 infected immigrants all crammed into McAllen TX.
Narrative only 
FL &; TX are not forcing mandates &; Biden wants obedience. 
Biden doesn't care about covid."
False	@violetdelena @bennyjohnson @GovRonDeSantis 7000 Covid plus illegal immigrants dropped in McAllen Texas! Biden blatantly breaks his oath of office to protect Americans!
Other	@realcoachE22 @atrupar Why is that? It takes months to years to see the effect of new policies. We are still in a pandemic as well. Presidents don’t set oil prices and the pipeline that was halted was not even in production mode. Read about oil companies and leases in Texas. Nothing to do with Biden
False	@1BayCityRollers @KCTV5 @BillKCTV5 Hypocrisy is MSM best weapon! Not to mention 7000 Covid positive illegal immigrants that were sent to McAllen TX by the Biden Admin! Tents were set up my Catholic charities.
Other	"Texas School Official Wants To Teach Nazism.
Reps now want to teach both sides of the holocaust.
Yes, they want to defend why Hitler did the holocaust.
They don't want CRT in schools but they do want this?
Biden is right, Nazism needs to be stoped.
https://t.co/RfsclUOslr"
Other	@RepTimmons Great, but Biden should be impeached for his illegal Executive Orders, which exceed the authority he claims under Federal law. Read the Texas and Florida lawsuits to understand the problem.
Other	With all the 💩 that the former guy left Biden to deal with, plus the gerrymandering by the senate, its impacted Biden’s preferred performance. If you now think Democrats are no longer for you, then do you want to become a Texas or Florida. Take stock of your vote.
False	"Biden Can you trust anything he says? 

Google: Biden Shamelessly lies about new Texas Voting Laws, Voter ID

Google: Biden claims he used to drive an 18 wheeler 

Biden said in April: “we’ve now gotten control” of the border crisis. Hmm Biden Secretly Releases 7000 COVID https://t.co/IIrm46ETVT"
False	@ComnSenseisHard @OneMarineSempFi Why is everyone mainly the democrats trying to blame the unvaccinated in Texas for the rise in cases. Is it because they don’t want to admit Biden is fucking total failure? 7000 illegals texted positive for Covid. Shut the damn border down. No one says a word about them
False	80% of MCALLEN TEXAS HOSPITALS  ARE FILLED WITH ILLEGAL COVID PATIENTS. REPORTED  ON FOX NEED BY DR.MARK SEGAL OVER 7000 COVID PATIENTS  HAVE ENTERED US HOSPITALS  .SO NO ILLEGALS ATE THE SPREADERDS AND SENILE BIDEN , CDC AND FAUCI KNOW IT BUT BLAME OUR CITIZENS . SENILE BIDEN
Other	Biden’s America: Texas Gov Moves to Protect Schoolchildren from Graphic Pornography https://t.co/QZYjYrVmp9
Other	"@kderosa @therecount Also weird that they petitioned the supreme Court to throw out the votes in the states that changed the election laws prior to the pandemic. 
Just kidding they only wanted the votes thrown out in the states Biden won. North Carolina and Texas  changed their laws too ."
False	@Cherylykarazsia @Jim_Jordan Texas town declares State of Disaster after Biden administration releases 7,000 COVID positive illegal immigrants into the community https://t.co/b7jcjZkAwe via @mpinkeyes
Other	Texas Governor Abbott Deploys Texas National Guard to Border, One Key Tactic Means They Won't Have to Hand [ILLEGAL ALIENS] Over to Biden https://t.co/uhA9gTiAMi
False	@PresidentRuben You know what else is rising under Biden, ILLEGAL IMMIGRANTS!!!  7000 COVID positive illegal immigrants have been released in South Texas since Feb, according to the City of McAllen TX. That is a HUGE problem for me and should be for all of us.  🤷🏼‍♀️
True	"@tedcruz @NBCNews Ted Cruz ""In the last several months the Biden admin. has released over 7000 illegal aliens who were Covid positive just in one TX City."" Biden's policies are ""endangering not just the people of TX but people across the country."" 
👉FALSE 
Did you issue a correction???"
Other	"On today's show:
@olliemilman on Biden's climate agenda heading into COP 26; @AngryBlackLady unpacks SCOTUS hearing on Texas abortion ban; Plus Fredrika Newton on the legacy of Huey Newton and the Black Panther Party

https://t.co/ZIIuuMk3pK"
Other	@CMackBrown Happy Birthday. Glad to hear from you. I live in Alabama. I am pro Biden and have had three Covid shots. If you think It is challenging to be pro-vaccine and pro-Biden in Texas, try living in Alabama.
Other	"Texas attorney general SUES Biden over federal vaccine mandate
https://t.co/GY5rI8xEaV"
False	"@FrancisGiarrat1 Fact 7000 covid positive illegal immigrants were released by the Biden administration in McAllen Texas since February fact 1500 last week. Fact the city and county had to step in and take these covid positive immigrants back into custody fact. 

Jen.  
They are in custody right?"
Other	"But Biden and his cronies say the illegals aren't getting in ...  liars all.

Texas ‘Catch &; Jail‘ Program Collars 7000 Migrants https://t.co/bpi5BLJ0qJ via @BreitbartNews"
False	@MaxNordau Open Boarders spread and fan out that CoVid, ya’ll   Put vulnerable Americans at risk for CoVid hospitalization and death, as provided for with Biden Administration @PressSec @jrpsaki 7000 CoVid Positive illegal aliens WELCOMED IN USA
Other	@Ptjones1968 @undefeatperfect @Parismel2 @mail_american @JimGaffigan Texas border control officers seized over $500M in meth being smuggled into the US!  So let’s make sure we reward them by giving the illegals $450,000 each, thanks to Biden.
False	https://t.co/CkMVkhSTRM.  Harris/Biden Criminal Enterprise wants to destroy our nation by using these ILLEGAL ALIENS!!!
Other	@Hidalgo1USA @tedcruz Did Biden release 7000 illegal immigrants into the US who were COVID positive or not?  If yes, then Cruz’ statement it True.  If no, then it is False.  Everything else is not pertinent to the discussion of this specific claim
Other	Biden’s America: TX Gov Moves to Protect Schoolchildren from Graphic Pornography - https://t.co/zd6BDvtlGb
False	"@WhiteHouse You will need it this block head let  in 7000 illegal immigrants with covid and many thousands more without testing
The Biden government has released over 7,000 COVID positive illegal  into the city of McAllen, Texas since mid February of 2021including
over 1,500 infected illega"
False	@LesleyRStahl Local Democrats in the Rio Grand Valley area of Texas have invited Biden to visit and observe the  border problem. Biden may be cognitively challenged, but he was smart enough to ignore the invitation. Meanwhile, 7000 illegals with the virus have entered the area.
False	"THERES ANOTHER CARAVAN OF 7000 PEOPLE ON THERE WAY TO THE TEXAS BORDER, I WONDER IF BIDEN WILL TAKE CARE OF THIS PROBLUM NOW ! 
THE WALL NEEDS TO BE FINSHED &; MORE SECURITY IN PLACE !!"
Other	"@nathaliejacoby1 Yes!Over&;over&;over again! Reminder: Tomorrow will be the 1year anniversary of Biden eventually getting elected&; several states:Pennsylvania, Wisconsin&;Texas have republican sycophants trying to do audits. I'm old enough to remember magats in 2016:""move on you lost"" &;""get over it"""
False	@DeSantisandCo Why not call it the Biden virus.  7000 illegal migrants have been found to have the Covid virus .
True	"@PeanutsFreeLocs @bennyjohnson One wonders if you actually can read. All evidence says no.

https://t.co/BnWwrABLqd"
False	Hey lil Jim @Acosta what about the #OpenBorderVariant since the Biden administration has spread over 7000  illegal aliens all across the country that tested positive for Covid since February. They’ve released over 1500 in just the past two weeks.
Other	@CMackBrown Looks like a trick, Mack. From TEXAS? and pro-vaccine AND Biden?? Not possible.
False	"@jertoresist @TheMorningSpew2 @grumps_gal13 Please keep it up BIDEN. We want to trounce Dems next year. Keep bussing immigrants. Keep ignoring the border. Why can't Granps GO to the border???
Not to an CBP auto plaza. Why doesn't @potus go to McAllen Texas and meet some of the 7000 Covid positive he dumped there?"
Other	"21-10806  State of Texas v. Biden

ChronLaw Podcasts News
at https://t.co/JAXKJiHeBw

#Podcasts #Blogs #news #law #attorney #lawyer"
Other	As Texas ‘Trump Train’ terrorized Biden campaign bus, some police refused to provide escort not making Texas  known as not a safe state to visit https://t.co/hqnJ6xOdOg
Other	As Texas ‘Trump Train’ terrorized Biden campaign bus, some police refused to provide escort https://t.co/k8Fcu3v8ji
Other	@CMackBrown I think I’d like for you to address the power of thought in religion, i.e. using our minds to follow Christ, not mortals —progressive Christian here, and my dad was a prof in a Texas University too. He most definitely would have been pro vaccine and pro Biden too. ❤️
False	"@tylerbox12 @VotedMy Think: will anything leftists do matter with an open border? 
1 million waking through the biden open border coinciding with a rise in covid.  7000 infected in McAllen Texas, biden isn't testing illegal immigrants or subjecting them to what they are subjecting our kids to."
False	Ted Cruz: In Just One Texas City, Biden Admin Has Released 7,000 COVID-Positive Illegal Immigrants https://t.co/ycJMOcYsrB
False	@Graphicgrl @WFLAJustin @FLHealthPolk @WFLA Also the fact a million people have come in thru the border which the Biden team has admitted none of them are being tested. Where do people from central and South America go, warm states Florida and Texas. McAllen texas is under emergency now 7000,sick migrants there. Next page
Other	Biden Stiff Arms Texas and Tells Them To Pay for Border Crisis Themselves https://t.co/eKRbsvA0Cg via @The Patriotic Voice Then sue the Feds!
Other	@MayorAdler @fox7austin So explain why your department wasn't capable of protecting Biden's bus? I certainly don't feel safer in Texas because of this. Democracy is on its knees because of folks like you and your police department. So don't trust you got your numbers honestly either. Crooks!
Other	"@RWTaylors Old news and unfortunately the Texas Legislature did not codify into law.

Now we are trying to get it done in Florida.

Note that the Biden Exec Order for a vaccine mandate is ONLY for Federal Employees.  Resist!

https://t.co/vOHQ2xW06t"
Other	"What does it mean that climate scientists are ringing the bell about  the gulf rising faster now than any time in at least the last 3000 years?

It means they &; Biden administration can steal a lot of our taxpayer $$’s for nothing!! https://t.co/ipElStXrxs"
False	From Feb to August, over 7000 illegal immigrants tested positive for Covid entering Texas.  If Biden really cared about the health of Americans, he would close the border.
False	"@BridgesSeller @business Not my fault you don't know how to internet and do your homework...
https://t.co/WY855rudYL

https://t.co/0EUf6kdJ6x

https://t.co/hfuagsbwl2"
False	Mike Huckabee: 7,000 Border Crossers Test Positive for COVID in McAllen, Texas via @WestJournalism https://t.co/pq2ZvPPGy8 (As long as Biden allows the damn illegals to over run our country, we will never get rid of the virus.)
False	"7000 Covid possitive immigrants dumped off in McAllen Texas by Biden
1500 last week.
Take them to DC and watch how fast Biden closes the Border
#BidensBorderCrisis #BidenBorderCrisis #BidensAmerica 
#Biden"
Other	"This dangerous and sad event is proof that American is a fading democracy. There is nothing about this that speaks to exceptionalism or even honor. 

Those cops should be fired and then charged and tried, and, if guilty, imprisoned. 

Trump is a loser.

https://t.co/1ImuvToiXO"
False	@mariaaspan I just read ur article in fortune re new COVID-19 cases and find it absolutely shameful that u didn’t mention why Covid rate in TX r so high. In the last week we received 7000 people with Covid from across the border. That is not a Texas problem it’s a Biden problem
Other	@WahcaMia @txsguy09 @Bliss_Ville @Lundworks_C @chenx064 @TexHellCat @MsMich6 @WalterLapp Haha! To be fair, Biden didn’t lose by a horrendous amount in Texas.
Other	"@CardioFixer Sorry but I think my haggis/porridge eating neighbouring country to the north of me have just outdone Texas in the Biden stakes. He can‘t even claim that the wind caught his kilt 🤣🤣. #bollockstoBiden and the rest of the hypocrites at COP26
https://t.co/vPai4XhpMF"
False	@washingtonpost No, Biden is the face covid and always will be.  Just ask the 7000+ illegal immigrants he let cross the border that tested positive.
False	"https://t.co/t5E6qAbm00 Fact Check: True. 

Biden/Democrats are deliberate, mass COVID-19 super-spreaders. They are creating chaos &; fear to exploit for tyrannical power."
False	"@RoseMar95753967 @OccupyDemocrats Immigrants are being flown and bussed to FL, GA, TN, LA, MS. McAllen Texas has received 7000 Covid Positive immigrants since February. 
Biden has to move them out of the border area. 
https://t.co/c7KgMM9gJA"
False	@ABCPolitics Biden is spreading covid19 all over Texas. 1 in 5 illegals crossing the border is covid19 positive. 7000 covid19 positive immigrants in McAllen TX alone. Maybe protect Americans from that. 100,000 fentanyl deaths this year all coming across the border.
False	"@luUmJmrXVSBUXw4 Wen Jie Wen Jie broadcast
4000 illegal immigrants crowded into the cages that Biden built for them, and the Covid positive rate reached 24%! Many places do not test at all. The Biden government has released 7000 Covid-positive illegal immigrants into Texas! Vaccines are mandatory"
Other	Texas attorney general SUES Biden over federal vaccine mandate - Right Side Broadcasting Network (RSBN) https://t.co/a8f41qEZbP
False	@CDCDirector @HouseGOP @SenateGOP Just reported on TV that 80% of people in Texas Hospitals are Illegals who have crossed the border ILLEGALLY! 7000 in just one city! IMPEACH BIDEN NOW!!!
False	@newsmax Where did they go? The numbers provided by the Biden administration do not add up. As of yesterday there was no accounting for close to 7000 illegal immigrants there. Were they released into the country? Tested or vaccinated for Covid?
Other	"@Jim_Jordan Trumpsters didn't have any problem following and stalking the BIDEN CAMPAIGN BUS down in Texas.  Plenty of gas FOR THAT!

Seriously, who's writing these cheapshots for the wrestling coach, anyway?"
False	@Pinksky2727 @Annefy1 @HFT2415 @HoustonISD @AJackiew @rweingarten @TexasAFT @DianeRavitch @mr_dsantos Then tell biden to stop importing covid. 7000 infected illegal immigrants in McAllen alone.  The rise in infection coincides with bidens border crisis.  1 million illegals didn't get tested nor subjected to what you want to subject kids to and were flown throughout the US.
